Date,Campaign,Ad Group,Impressions,Clicks,CTR,Avg CPM,Avg CPC,Cost,Avg Position,Conversions,Cost / Conversion
"27 October, 2011",Mountain Bikes,Athletic Bikes,9162,72,0.79%,$16.36,$2.08,$149.9,1.4,15,$9.99
"27 October, 2011",Mountain Bikes,Adult Bikes,8940,64,0.72%,$16.48,$2.3,$147.38,2.4,12,$12.28
"27 October, 2011",Mountain Bikes,Kids Bikes,6971,74,1.06%,$18.94,$1.78,$132,1.8,10,$13.2
"28 October, 2011",Mountain Bikes,Common Keywords,6500,41,0.63%,$4.45,$0.71,$28.93,4.1,12,$2.41
"28 October, 2011",Mountain Bikes,Athletic Bikes,9330,57,0.61%,$12.04,$1.97,$112.35,1.5,5,$22.47
"28 October, 2011",Mountain Bikes,Adult Bikes,8615,36,0.42%,$9.37,$2.24,$80.69,2.3,14,$5.76
"28 October, 2011",Mountain Bikes,Kids Bikes,9228,67,0.73%,$6,$0.83,$55.35,3,15,$3.69
"29 October, 2011",Mountain Bikes,Common Keywords,6322,56,0.89%,$9.02,$1.02,$57.02,3.9,15,$3.8
"29 October, 2011",Mountain Bikes,Athletic Bikes,6334,55,0.87%,$7.78,$0.9,$49.31,1.2,11,$4.48
"29 October, 2011",Mountain Bikes,Adult Bikes,7564,74,0.98%,$15.25,$1.56,$115.34,2.4,4,$28.83
"29 October, 2011",Mountain Bikes,Kids Bikes,9757,60,0.61%,$13.23,$2.15,$129.11,1.8,4,$32.28
"30 October, 2011",Mountain Bikes,Common Keywords,9975,98,0.98%,$20.79,$2.12,$207.38,3.8,14,$14.81
"30 October, 2011",Mountain Bikes,Athletic Bikes,7806,40,0.51%,$7.89,$1.54,$61.55,1.1,14,$4.4
"30 October, 2011",Mountain Bikes,Adult Bikes,7645,47,0.61%,$9.69,$1.58,$74.08,2.1,4,$18.52
"30 October, 2011",Mountain Bikes,Kids Bikes,6499,93,1.43%,$9.94,$0.69,$64.58,2,4,$16.14
"31 October, 2011",Mountain Bikes,Common Keywords,9544,89,0.93%,$17.42,$1.87,$166.28,3.8,11,$15.12
"31 October, 2011",Mountain Bikes,Athletic Bikes,6210,60,0.97%,$15.88,$1.64,$98.64,1.1,12,$8.22
"31 October, 2011",Mountain Bikes,Adult Bikes,7887,49,0.62%,$8.22,$1.32,$64.86,2.1,13,$4.99
"31 October, 2011",Mountain Bikes,Kids Bikes,9392,60,0.64%,$5.02,$0.79,$47.11,3,15,$3.14
"01 November, 2011",Mountain Bikes,Common Keywords,9209,96,1.04%,$19.18,$1.84,$176.63,4.2,5,$35.33
"01 November, 2011",Mountain Bikes,Athletic Bikes,7113,40,0.56%,$9.06,$1.61,$64.41,1.1,7,$9.2
"01 November, 2011",Mountain Bikes,Adult Bikes,8111,59,0.73%,$9.21,$1.27,$74.67,2.5,4,$18.67
"01 November, 2011",Mountain Bikes,Kids Bikes,8202,61,0.74%,$8.23,$1.11,$67.5,5.2,5,$13.5
"02 November, 2011",Mountain Bikes,Common Keywords,8786,46,0.52%,$4.63,$0.88,$40.67,4.2,7,$5.81
"02 November, 2011",Mountain Bikes,Athletic Bikes,6081,56,0.92%,$13.69,$1.49,$83.26,1.1,15,$5.55
"02 November, 2011",Mountain Bikes,Adult Bikes,7640,62,0.81%,$15.6,$1.92,$119.15,2.2,10,$11.92
"02 November, 2011",Mountain Bikes,Kids Bikes,9234,41,0.44%,$10.57,$2.38,$97.64,3.3,12,$8.14
"03 November, 2011",Mountain Bikes,Common Keywords,6846,54,0.79%,$8.77,$1.11,$60.07,4.2,6,$10.01
"03 November, 2011",Mountain Bikes,Athletic Bikes,8896,81,0.91%,$6.1,$0.67,$54.23,1.1,11,$4.93
"03 November, 2011",Mountain Bikes,Adult Bikes,9038,73,0.81%,$19.33,$2.39,$174.69,2.4,5,$34.94
"03 November, 2011",Mountain Bikes,Kids Bikes,7242,95,1.31%,$24.55,$1.87,$177.82,4.2,15,$11.85
"04 November, 2011",Mountain Bikes,Common Keywords,9408,83,0.88%,$16.52,$1.87,$155.44,4.1,8,$19.43
"04 November, 2011",Mountain Bikes,Athletic Bikes,7625,90,1.18%,$27.34,$2.32,$208.44,1.1,7,$29.78
"04 November, 2011",Mountain Bikes,Adult Bikes,7969,54,0.68%,$16.61,$2.45,$132.36,2.5,10,$13.24
"04 November, 2011",Mountain Bikes,Kids Bikes,9857,41,0.42%,$6.31,$1.52,$62.25,5.9,10,$6.22
"05 November, 2011",Mountain Bikes,Common Keywords,6920,48,0.69%,$5.98,$0.86,$41.38,4.3,9,$4.6
"05 November, 2011",Mountain Bikes,Athletic Bikes,8003,55,0.69%,$10.74,$1.56,$85.94,1.3,7,$12.28
"05 November, 2011",Mountain Bikes,Adult Bikes,7488,48,0.64%,$13.77,$2.15,$103.11,2.3,7,$14.73
"05 November, 2011",Mountain Bikes,Kids Bikes,9682,100,1.03%,$10.43,$1.01,$100.99,4,9,$11.22
"06 November, 2011",Mountain Bikes,Common Keywords,7829,62,0.79%,$18.94,$2.39,$148.31,4.4,15,$9.89
"06 November, 2011",Mountain Bikes,Athletic Bikes,8099,91,1.12%,$16.46,$1.47,$133.35,1.1,4,$33.34
"06 November, 2011",Mountain Bikes,Adult Bikes,7959,89,1.12%,$12.13,$1.08,$96.51,1.7,5,$19.3
"06 November, 2011",Mountain Bikes,Kids Bikes,6964,33,0.47%,$9.1,$1.92,$63.4,11,13,$4.88
"07 November, 2011",Mountain Bikes,Common Keywords,7277,97,1.33%,$21.45,$1.61,$156.09,4.3,5,$31.22
"07 November, 2011",Mountain Bikes,Athletic Bikes,6765,94,1.39%,$34.38,$2.47,$232.55,1.1,15,$15.5
"07 November, 2011",Mountain Bikes,Adult Bikes,9186,94,1.02%,$25.2,$2.46,$231.49,1.8,14,$16.53
"07 November, 2011",Mountain Bikes,Kids Bikes,9016,82,0.91%,$21.97,$2.42,$198.1,2,13,$15.24
"08 November, 2011",Mountain Bikes,Common Keywords,6413,65,1.01%,$10.6,$1.05,$67.98,4.3,14,$4.86
"08 November, 2011",Mountain Bikes,Athletic Bikes,7740,49,0.63%,$9.4,$1.48,$72.76,1.1,8,$9.1
"08 November, 2011",Mountain Bikes,Adult Bikes,9444,38,0.40%,$9.44,$2.35,$89.12,2.2,11,$8.1
"08 November, 2011",Mountain Bikes,Kids Bikes,6810,74,1.09%,$11.02,$1.01,$75.08,4.3,6,$12.51
"09 November, 2011",Mountain Bikes,Common Keywords,7161,71,0.99%,$11.6,$1.17,$83.05,4.3,6,$13.84
"09 November, 2011",Mountain Bikes,Athletic Bikes,7709,40,0.52%,$3.48,$0.67,$26.83,1.1,5,$5.37
"09 November, 2011",Mountain Bikes,Adult Bikes,9125,49,0.54%,$3.53,$0.66,$32.21,2.5,13,$2.48
"09 November, 2011",Mountain Bikes,Kids Bikes,8467,66,0.78%,$15.57,$2,$131.84,1.6,9,$14.65
"10 November, 2011",Mountain Bikes,Common Keywords,7490,35,0.47%,$5.16,$1.1,$38.66,4.1,14,$2.76
"10 November, 2011",Mountain Bikes,Athletic Bikes,8189,99,1.21%,$18.78,$1.55,$153.77,1.1,15,$10.25
"10 November, 2011",Mountain Bikes,Adult Bikes,9032,95,1.05%,$14.44,$1.37,$130.41,2.1,15,$8.69
"10 November, 2011",Mountain Bikes,Kids Bikes,6964,94,1.35%,$19.62,$1.45,$136.66,1.5,8,$17.08
"11 November, 2011",Mountain Bikes,Common Keywords,8759,71,0.81%,$19.66,$2.42,$172.16,4.2,6,$28.69
"11 November, 2011",Mountain Bikes,Athletic Bikes,6865,78,1.14%,$11.02,$0.97,$75.62,1.1,9,$8.4
"11 November, 2011",Mountain Bikes,Adult Bikes,7684,49,0.64%,$11.27,$1.77,$86.61,2.3,7,$12.37
"11 November, 2011",Mountain Bikes,Kids Bikes,6066,49,0.81%,$6.01,$0.74,$36.46,3.3,8,$4.56
"12 November, 2011",Mountain Bikes,Common Keywords,8342,43,0.52%,$5.35,$1.04,$44.65,4.2,9,$4.96
"12 November, 2011",Mountain Bikes,Athletic Bikes,7349,86,1.17%,$20.73,$1.77,$152.33,1.1,4,$38.08
"12 November, 2011",Mountain Bikes,Adult Bikes,7201,96,1.33%,$23.67,$1.78,$170.44,2.1,7,$24.35
"12 November, 2011",Mountain Bikes,Kids Bikes,9547,77,0.81%,$5.81,$0.72,$55.44,3,6,$9.24
"13 November, 2011",Mountain Bikes,Common Keywords,6429,51,0.79%,$14.6,$1.84,$93.89,4.3,8,$11.74
"13 November, 2011",Mountain Bikes,Athletic Bikes,7782,63,0.81%,$12.11,$1.5,$94.24,1.1,10,$9.42
"13 November, 2011",Mountain Bikes,Adult Bikes,9555,100,1.05%,$8.45,$0.81,$80.78,1.7,3,$26.93
"13 November, 2011",Mountain Bikes,Kids Bikes,7749,52,0.67%,$8.42,$1.25,$65.23,1.7,12,$5.44
"14 November, 2011",Mountain Bikes,Common Keywords,8928,94,1.05%,$10.05,$0.95,$89.77,4.2,7,$12.82
"14 November, 2011",Mountain Bikes,Athletic Bikes,9649,76,0.79%,$19.62,$2.49,$189.31,1.1,10,$18.93
"14 November, 2011",Mountain Bikes,Adult Bikes,8399,61,0.73%,$9.91,$1.36,$83.23,1.8,3,$27.74
"14 November, 2011",Mountain Bikes,Kids Bikes,8835,58,0.66%,$15.53,$2.37,$137.25,3.1,15,$9.15
"15 November, 2011",Mountain Bikes,Common Keywords,8635,39,0.45%,$4.5,$1,$38.85,4.2,13,$2.99
"15 November, 2011",Mountain Bikes,Athletic Bikes,9840,74,0.75%,$6.9,$0.92,$67.93,1.1,8,$8.49
"15 November, 2011",Mountain Bikes,Adult Bikes,8337,45,0.54%,$11.91,$2.21,$99.28,2.2,11,$9.03
"15 November, 2011",Mountain Bikes,Kids Bikes,7141,31,0.43%,$6.61,$1.52,$47.19,4,13,$3.63
"16 November, 2011",Mountain Bikes,Common Keywords,8762,68,0.78%,$15.55,$2,$136.27,4.2,5,$27.25
"16 November, 2011",Mountain Bikes,Athletic Bikes,6604,55,0.83%,$16.62,$2,$109.77,1.1,10,$10.98
"16 November, 2011",Mountain Bikes,Adult Bikes,9113,93,1.02%,$22.04,$2.16,$200.87,2.1,13,$15.45
"16 November, 2011",Mountain Bikes,Kids Bikes,8887,87,0.98%,$22.94,$2.34,$203.85,1.9,6,$33.97
"17 November, 2011",Mountain Bikes,Common Keywords,9133,41,0.45%,$11.09,$2.47,$101.33,4.1,13,$7.79
"17 November, 2011",Mountain Bikes,Athletic Bikes,8101,75,0.93%,$13.72,$1.48,$111.13,1.1,5,$22.23
"17 November, 2011",Mountain Bikes,Adult Bikes,6993,96,1.37%,$12.97,$0.94,$90.7,1.7,6,$15.12
"17 November, 2011",Mountain Bikes,Kids Bikes,9651,64,0.66%,$10.22,$1.54,$98.6,1.7,15,$6.57
"18 November, 2011",Mountain Bikes,Common Keywords,8818,83,0.94%,$12.8,$1.36,$112.88,4.2,8,$14.11
"18 November, 2011",Mountain Bikes,Athletic Bikes,9354,92,0.98%,$19.25,$1.96,$180.05,1.2,6,$30.01
"18 November, 2011",Mountain Bikes,Adult Bikes,8594,46,0.54%,$3.65,$0.68,$31.33,2.1,12,$2.61
"18 November, 2011",Mountain Bikes,Kids Bikes,6826,43,0.63%,$12.6,$2,$86.01,2.3,11,$7.82
"19 November, 2011",Mountain Bikes,Common Keywords,8441,49,0.58%,$3.82,$0.66,$32.26,4.2,12,$2.69
"19 November, 2011",Mountain Bikes,Athletic Bikes,7846,45,0.57%,$3.73,$0.65,$29.3,1.1,6,$4.88
"19 November, 2011",Mountain Bikes,Adult Bikes,6614,47,0.71%,$11.23,$1.58,$74.27,1.7,11,$6.75
"19 November, 2011",Mountain Bikes,Kids Bikes,9863,53,0.54%,$9.7,$1.8,$95.63,3.2,9,$10.63
"20 November, 2011",Mountain Bikes,Common Keywords,7048,31,0.44%,$9.97,$2.27,$70.29,4.1,12,$5.86
"20 November, 2011",Mountain Bikes,Athletic Bikes,7585,46,0.61%,$3.39,$0.56,$25.69,1.1,9,$2.85
"20 November, 2011",Mountain Bikes,Adult Bikes,8639,86,1.00%,$21.21,$2.13,$183.27,1.4,10,$18.33
"20 November, 2011",Mountain Bikes,Kids Bikes,6367,65,1.02%,$19.47,$1.91,$123.95,1.5,11,$11.27
"21 November, 2011",Mountain Bikes,Common Keywords,9535,86,0.90%,$21.2,$2.35,$202.14,4.1,4,$50.53
"21 November, 2011",Mountain Bikes,Athletic Bikes,7279,51,0.70%,$13.45,$1.92,$97.88,1.1,8,$12.24
"21 November, 2011",Mountain Bikes,Adult Bikes,6587,41,0.62%,$11.12,$1.79,$73.23,1.4,5,$14.65
"21 November, 2011",Mountain Bikes,Kids Bikes,7055,76,1.08%,$16.15,$1.5,$113.93,2.9,7,$16.28
"22 November, 2011",Mountain Bikes,Common Keywords,7658,76,0.99%,$20.33,$2.05,$155.72,4.3,14,$11.12
"22 November, 2011",Mountain Bikes,Athletic Bikes,9572,34,0.36%,$4.74,$1.34,$45.4,1.1,6,$7.57
"22 November, 2011",Mountain Bikes,Adult Bikes,7957,34,0.43%,$9.31,$2.18,$74.12,1.7,7,$10.59
"22 November, 2011",Mountain Bikes,Kids Bikes,7952,40,0.50%,$11.09,$2.21,$88.2,2.1,5,$17.64
"23 November, 2011",Mountain Bikes,Common Keywords,7715,78,1.01%,$13.16,$1.3,$101.57,4.2,12,$8.46
"23 November, 2011",Mountain Bikes,Athletic Bikes,8028,95,1.18%,$23.84,$2.01,$191.39,1.1,7,$27.34
"23 November, 2011",Mountain Bikes,Adult Bikes,9213,57,0.62%,$7.68,$1.24,$70.74,1.6,4,$17.68
"23 November, 2011",Mountain Bikes,Kids Bikes,8430,89,1.06%,$13.93,$1.32,$117.47,2,13,$9.04
"24 November, 2011",Mountain Bikes,Common Keywords,8423,78,0.93%,$19.3,$2.08,$162.6,4.1,14,$11.61
"24 November, 2011",Mountain Bikes,Athletic Bikes,7027,43,0.61%,$14.41,$2.36,$101.28,1.2,12,$8.44
"24 November, 2011",Mountain Bikes,Adult Bikes,8190,87,1.06%,$14.73,$1.39,$120.65,1.9,7,$17.24
"24 November, 2011",Mountain Bikes,Kids Bikes,9498,62,0.65%,$12.84,$1.97,$122,2.2,8,$15.25
"25 November, 2011",Mountain Bikes,Common Keywords,9424,41,0.44%,$9.05,$2.08,$85.32,4,10,$8.53
"25 November, 2011",Mountain Bikes,Athletic Bikes,8472,77,0.91%,$6.23,$0.69,$52.76,1.1,5,$10.55
"25 November, 2011",Mountain Bikes,Adult Bikes,8482,97,1.14%,$5.83,$0.51,$49.49,1.7,7,$7.07
"25 November, 2011",Mountain Bikes,Kids Bikes,8789,58,0.66%,$8.51,$1.29,$74.78,2.1,13,$5.75
"26 November, 2011",Mountain Bikes,Common Keywords,9416,58,0.62%,$8.12,$1.32,$76.48,3.9,10,$7.65
"26 November, 2011",Mountain Bikes,Athletic Bikes,8278,72,0.87%,$16.4,$1.89,$135.73,1.2,8,$16.97
"26 November, 2011",Mountain Bikes,Adult Bikes,8804,79,0.90%,$13.92,$1.55,$122.54,1.7,12,$10.21
"26 November, 2011",Mountain Bikes,Kids Bikes,6829,98,1.44%,$25.83,$1.8,$176.36,2.5,10,$17.64
"27 November, 2011",Mountain Bikes,Common Keywords,8639,49,0.57%,$9.06,$1.6,$78.31,3.8,3,$26.1
"27 November, 2011",Mountain Bikes,Athletic Bikes,8438,50,0.59%,$6.95,$1.17,$58.61,1.2,12,$4.88
"27 November, 2011",Mountain Bikes,Adult Bikes,6668,87,1.30%,$17.51,$1.34,$116.76,1.3,9,$12.97
"27 November, 2011",Mountain Bikes,Kids Bikes,7832,40,0.51%,$5.31,$1.04,$41.62,2.2,6,$6.94
"28 November, 2011",Mountain Bikes,Common Keywords,6349,85,1.34%,$17.78,$1.33,$112.89,3.7,3,$37.63
"28 November, 2011",Mountain Bikes,Athletic Bikes,9614,85,0.88%,$17.38,$1.97,$167.08,1.2,12,$13.92
"28 November, 2011",Mountain Bikes,Adult Bikes,7236,31,0.43%,$3.81,$0.89,$27.57,1.4,11,$2.51
"28 November, 2011",Mountain Bikes,Kids Bikes,9610,65,0.68%,$13.38,$1.98,$128.57,1.9,4,$32.14
"29 November, 2011",Mountain Bikes,Common Keywords,8908,58,0.65%,$12.53,$1.93,$111.66,3.8,10,$11.17
"29 November, 2011",Mountain Bikes,Athletic Bikes,9062,67,0.74%,$4.67,$0.63,$42.29,1.4,7,$6.04
"29 November, 2011",Mountain Bikes,Adult Bikes,9451,68,0.72%,$4.55,$0.63,$42.97,1.8,11,$3.91
"29 November, 2011",Mountain Bikes,Kids Bikes,8150,90,1.10%,$19.69,$1.78,$160.46,2.4,4,$40.11
"30 November, 2011",Mountain Bikes,Common Keywords,7422,36,0.49%,$9.74,$2.01,$72.31,4,8,$9.04
"30 November, 2011",Mountain Bikes,Athletic Bikes,7236,37,0.51%,$8.87,$1.74,$64.21,1.4,13,$4.94
"30 November, 2011",Mountain Bikes,Adult Bikes,9166,69,0.75%,$10.63,$1.41,$97.47,1.9,12,$8.12
"30 November, 2011",Mountain Bikes,Kids Bikes,9523,62,0.65%,$5.1,$0.78,$48.54,2.1,9,$5.39
"01 December, 2011",Mountain Bikes,Common Keywords,6132,80,1.30%,$12.66,$0.97,$77.63,4.5,12,$6.47
"01 December, 2011",Mountain Bikes,Athletic Bikes,8257,91,1.10%,$7.58,$0.69,$62.62,1.2,12,$5.22
"01 December, 2011",Mountain Bikes,Adult Bikes,9349,48,0.51%,$10.33,$2.01,$96.59,2.4,12,$8.05
"01 December, 2011",Mountain Bikes,Kids Bikes,9531,73,0.77%,$16.01,$2.09,$152.55,1.8,14,$10.9
"02 December, 2011",Mountain Bikes,Common Keywords,8214,90,1.10%,$8.56,$0.78,$70.31,4.7,14,$5.02
"02 December, 2011",Mountain Bikes,Athletic Bikes,7663,63,0.82%,$20.39,$2.48,$156.27,1.3,7,$22.32
"02 December, 2011",Mountain Bikes,Adult Bikes,8482,49,0.58%,$6.7,$1.16,$56.85,2,15,$3.79
"02 December, 2011",Mountain Bikes,Kids Bikes,8435,30,0.36%,$2.69,$0.76,$22.66,2,6,$3.78
"03 December, 2011",Mountain Bikes,Common Keywords,7574,95,1.25%,$17,$1.36,$128.73,3.7,7,$18.39
"03 December, 2011",Mountain Bikes,Athletic Bikes,7514,65,0.87%,$18.82,$2.18,$141.41,1.5,5,$28.28
"03 December, 2011",Mountain Bikes,Adult Bikes,6544,78,1.19%,$12.78,$1.07,$83.62,1.9,3,$27.87
"03 December, 2011",Mountain Bikes,Kids Bikes,9639,97,1.01%,$8.22,$0.82,$79.27,2.1,11,$7.21
"04 December, 2011",Mountain Bikes,Common Keywords,9538,45,0.47%,$2.81,$0.6,$26.83,3.5,13,$2.06
"04 December, 2011",Mountain Bikes,Athletic Bikes,7162,37,0.52%,$8.89,$1.72,$63.64,1.3,14,$4.55
"04 December, 2011",Mountain Bikes,Adult Bikes,7175,87,1.21%,$27.09,$2.23,$194.4,1.6,11,$17.67
"04 December, 2011",Mountain Bikes,Kids Bikes,6947,45,0.65%,$12.44,$1.92,$86.43,2.9,15,$5.76
"05 December, 2011",Mountain Bikes,Common Keywords,9940,40,0.40%,$7.91,$1.97,$78.61,3.9,10,$7.86
"05 December, 2011",Mountain Bikes,Athletic Bikes,9404,83,0.88%,$20.65,$2.34,$194.19,1.5,11,$17.65
"05 December, 2011",Mountain Bikes,Adult Bikes,7299,82,1.12%,$13.19,$1.17,$96.26,1.6,3,$32.09
"05 December, 2011",Mountain Bikes,Kids Bikes,8969,98,1.09%,$12.62,$1.16,$113.2,2.1,3,$37.73
"06 December, 2011",Mountain Bikes,Common Keywords,8058,37,0.46%,$5.37,$1.17,$43.28,3.8,13,$3.33
"06 December, 2011",Mountain Bikes,Athletic Bikes,7044,72,1.02%,$17.54,$1.72,$123.58,1.8,5,$24.72
"06 December, 2011",Mountain Bikes,Adult Bikes,7638,49,0.64%,$8.23,$1.28,$62.84,2.2,7,$8.98
"06 December, 2011",Mountain Bikes,Kids Bikes,7258,55,0.76%,$4.2,$0.55,$30.48,2.3,7,$4.35
"07 December, 2011",Mountain Bikes,Common Keywords,7793,90,1.15%,$12.75,$1.1,$99.33,4.1,9,$11.04
"07 December, 2011",Mountain Bikes,Athletic Bikes,8685,37,0.43%,$8.73,$2.05,$75.81,1.9,5,$15.16
"07 December, 2011",Mountain Bikes,Adult Bikes,8952,41,0.46%,$3.9,$0.85,$34.94,2.1,13,$2.69
"07 December, 2011",Mountain Bikes,Kids Bikes,9697,92,0.95%,$22.39,$2.36,$217.08,1.8,7,$31.01
"08 December, 2011",Mountain Bikes,Common Keywords,9519,49,0.51%,$9.94,$1.93,$94.65,4.3,11,$8.6
"08 December, 2011",Mountain Bikes,Athletic Bikes,7537,61,0.81%,$13.19,$1.63,$99.38,1.8,4,$24.84
"08 December, 2011",Mountain Bikes,Adult Bikes,9496,84,0.88%,$19.48,$2.2,$184.97,2.6,5,$36.99
"08 December, 2011",Mountain Bikes,Kids Bikes,8097,95,1.17%,$8.19,$0.7,$66.3,2.3,7,$9.47
"09 December, 2011",Mountain Bikes,Common Keywords,9607,46,0.48%,$11.73,$2.45,$112.7,4.4,5,$22.54
"09 December, 2011",Mountain Bikes,Athletic Bikes,7506,97,1.29%,$24.54,$1.9,$184.17,1.8,12,$15.35
"09 December, 2011",Mountain Bikes,Adult Bikes,6555,37,0.56%,$3.27,$0.58,$21.44,2.3,14,$1.53
"09 December, 2011",Mountain Bikes,Kids Bikes,7659,62,0.81%,$11.44,$1.41,$87.64,2.3,15,$5.84
"10 December, 2011",Mountain Bikes,Common Keywords,8081,84,1.04%,$20.66,$1.99,$166.94,4.5,6,$27.82
"10 December, 2011",Mountain Bikes,Athletic Bikes,7595,90,1.18%,$19.77,$1.67,$150.16,2,5,$30.03
"10 December, 2011",Mountain Bikes,Adult Bikes,9607,76,0.79%,$10.1,$1.28,$97.07,2.2,6,$16.18
"10 December, 2011",Mountain Bikes,Kids Bikes,8813,91,1.03%,$19.14,$1.85,$168.69,2,11,$15.34
"11 December, 2011",Mountain Bikes,Common Keywords,7413,34,0.46%,$10.36,$2.26,$76.8,4.2,6,$12.8
"11 December, 2011",Mountain Bikes,Athletic Bikes,7983,78,0.98%,$13.51,$1.38,$107.84,1.9,14,$7.7
"11 December, 2011",Mountain Bikes,Adult Bikes,9873,31,0.31%,$6.68,$2.13,$65.96,2.2,4,$16.49
"11 December, 2011",Mountain Bikes,Kids Bikes,8707,46,0.53%,$7.83,$1.48,$68.14,1.3,6,$11.36
"12 December, 2011",Mountain Bikes,Common Keywords,9556,32,0.33%,$2.88,$0.86,$27.55,4,13,$2.12
"12 December, 2011",Mountain Bikes,Athletic Bikes,7587,39,0.51%,$10.4,$2.02,$78.89,1.8,15,$5.26
"12 December, 2011",Mountain Bikes,Adult Bikes,7477,95,1.27%,$12,$0.94,$89.73,2.1,14,$6.41
"12 December, 2011",Mountain Bikes,Kids Bikes,6589,93,1.41%,$9.29,$0.66,$61.22,5.5,4,$15.3
"13 December, 2011",Mountain Bikes,Common Keywords,8660,79,0.91%,$22.03,$2.42,$190.82,4.4,8,$23.85
"13 December, 2011",Mountain Bikes,Athletic Bikes,9156,70,0.76%,$9.87,$1.29,$90.33,1.7,6,$15.06
"13 December, 2011",Mountain Bikes,Adult Bikes,6674,87,1.30%,$13.97,$1.07,$93.22,2.4,8,$11.65
"13 December, 2011",Mountain Bikes,Kids Bikes,6914,40,0.58%,$14.08,$2.43,$97.33,3.2,10,$9.73
"14 December, 2011",Mountain Bikes,Common Keywords,8007,60,0.75%,$13.97,$1.86,$111.85,4.2,4,$27.96
"14 December, 2011",Mountain Bikes,Athletic Bikes,6229,48,0.77%,$15.18,$1.97,$94.57,1.7,3,$31.52
"14 December, 2011",Mountain Bikes,Adult Bikes,7396,50,0.68%,$7.62,$1.13,$56.33,2.3,8,$7.04
"14 December, 2011",Mountain Bikes,Kids Bikes,6960,31,0.45%,$6.42,$1.44,$44.69,1.9,11,$4.06
"15 December, 2011",Mountain Bikes,Common Keywords,7456,92,1.23%,$20.49,$1.66,$152.8,4.2,5,$30.56
"15 December, 2011",Mountain Bikes,Athletic Bikes,8484,64,0.75%,$10.13,$1.34,$85.96,1.6,10,$8.6
"15 December, 2011",Mountain Bikes,Adult Bikes,8562,35,0.41%,$3.25,$0.79,$27.79,2.5,13,$2.14
"15 December, 2011",Mountain Bikes,Kids Bikes,9860,39,0.40%,$8.92,$2.25,$87.9,2.1,9,$9.77
"16 December, 2011",Mountain Bikes,Common Keywords,8665,30,0.35%,$2.32,$0.67,$20.14,4.4,14,$1.44
"16 December, 2011",Mountain Bikes,Athletic Bikes,6548,74,1.13%,$14.06,$1.24,$92.05,1.9,15,$6.14
"16 December, 2011",Mountain Bikes,Adult Bikes,8457,51,0.60%,$13.18,$2.19,$111.44,2.1,13,$8.57
"16 December, 2011",Mountain Bikes,Kids Bikes,7737,83,1.07%,$23.21,$2.16,$179.61,2,3,$59.87
"17 December, 2011",Mountain Bikes,Common Keywords,6610,52,0.79%,$7.43,$0.94,$49.11,4.5,3,$16.37
"17 December, 2011",Mountain Bikes,Athletic Bikes,6305,78,1.24%,$26.69,$2.16,$168.3,1.6,12,$14.02
"17 December, 2011",Mountain Bikes,Adult Bikes,6757,58,0.86%,$19.1,$2.22,$129.05,2.4,6,$21.51
"17 December, 2011",Mountain Bikes,Kids Bikes,7601,54,0.71%,$5.11,$0.72,$38.84,2.1,12,$3.24
"18 December, 2011",Mountain Bikes,Common Keywords,7712,50,0.65%,$3.31,$0.51,$25.53,4.3,11,$2.32
"18 December, 2011",Mountain Bikes,Athletic Bikes,8424,94,1.12%,$7.41,$0.66,$62.43,1.8,3,$20.81
"18 December, 2011",Mountain Bikes,Adult Bikes,8521,87,1.02%,$12.05,$1.18,$102.67,1.7,14,$7.33
"18 December, 2011",Mountain Bikes,Kids Bikes,7216,66,0.91%,$12.55,$1.37,$90.57,1.4,13,$6.97
"19 December, 2011",Mountain Bikes,Common Keywords,9858,42,0.43%,$2.71,$0.64,$26.76,4.3,11,$2.43
"19 December, 2011",Mountain Bikes,Athletic Bikes,9274,80,0.86%,$18.2,$2.11,$168.8,1.8,12,$14.07
"19 December, 2011",Mountain Bikes,Adult Bikes,9861,89,0.90%,$14.66,$1.62,$144.57,2.1,13,$11.12
"19 December, 2011",Mountain Bikes,Kids Bikes,8923,71,0.80%,$11.52,$1.45,$102.78,2,8,$12.85
"20 December, 2011",Mountain Bikes,Common Keywords,7988,87,1.09%,$7.94,$0.73,$63.42,4.5,12,$5.29
"20 December, 2011",Mountain Bikes,Athletic Bikes,7346,71,0.97%,$17.93,$1.86,$131.73,2.1,13,$10.13
"20 December, 2011",Mountain Bikes,Adult Bikes,7765,37,0.48%,$10.66,$2.24,$82.8,2,10,$8.28
"20 December, 2011",Mountain Bikes,Kids Bikes,8161,88,1.08%,$16.27,$1.51,$132.81,1.9,3,$44.27
"21 December, 2011",Mountain Bikes,Common Keywords,9291,32,0.34%,$4.08,$1.18,$37.86,4.5,9,$4.21
"21 December, 2011",Mountain Bikes,Athletic Bikes,7438,100,1.34%,$23.54,$1.75,$175.11,2,4,$43.78
"21 December, 2011",Mountain Bikes,Adult Bikes,7192,60,0.83%,$16.32,$1.96,$117.36,2.6,12,$9.78
"21 December, 2011",Mountain Bikes,Kids Bikes,8370,90,1.08%,$21.6,$2.01,$180.81,2.6,9,$20.09
"22 December, 2011",Mountain Bikes,Common Keywords,6160,97,1.57%,$33.33,$2.12,$205.29,4.3,7,$29.33
"22 December, 2011",Mountain Bikes,Athletic Bikes,8006,56,0.70%,$4.92,$0.7,$39.38,1.7,10,$3.94
