"","date","births","wday","year","month","day","day_of_year","day_of_week"
"479",1970-04-24,9860,"Fri",1970,4,24,115,5
"480",1970-04-25,8824,"Sat",1970,4,25,116,6
"481",1970-04-26,8278,"Sun",1970,4,26,117,7
"482",1970-04-27,9910,"Mon",1970,4,27,118,1
"483",1970-04-28,10300,"Tues",1970,4,28,119,2
"484",1970-04-29,9728,"Wed",1970,4,29,120,3
"485",1970-04-30,9684,"Thurs",1970,4,30,121,4
"486",1970-05-01,9946,"Fri",1970,5,1,122,5
"487",1970-05-02,8740,"Sat",1970,5,2,123,6
"488",1970-05-03,8036,"Sun",1970,5,3,124,7
"489",1970-05-04,9752,"Mon",1970,5,4,125,1
"490",1970-05-05,10136,"Tues",1970,5,5,126,2
"491",1970-05-06,9712,"Wed",1970,5,6,127,3
"492",1970-05-07,9632,"Thurs",1970,5,7,128,4
"493",1970-05-08,9836,"Fri",1970,5,8,129,5
"494",1970-05-09,8996,"Sat",1970,5,9,130,6
"495",1970-05-10,8428,"Sun",1970,5,10,131,7
"496",1970-05-11,10080,"Mon",1970,5,11,132,1
"497",1970-05-12,10436,"Tues",1970,5,12,133,2
"498",1970-05-13,10026,"Wed",1970,5,13,134,3
"499",1970-05-14,9812,"Thurs",1970,5,14,135,4
"500",1970-05-15,10214,"Fri",1970,5,15,136,5
"501",1970-05-16,8946,"Sat",1970,5,16,137,6
"502",1970-05-17,8030,"Sun",1970,5,17,138,7
"503",1970-05-18,10022,"Mon",1970,5,18,139,1
"504",1970-05-19,10436,"Tues",1970,5,19,140,2
"505",1970-05-20,10044,"Wed",1970,5,20,141,3
"506",1970-05-21,10244,"Thurs",1970,5,21,142,4
"507",1970-05-22,10362,"Fri",1970,5,22,143,5
"508",1970-05-23,9424,"Sat",1970,5,23,144,6
"509",1970-05-24,8718,"Sun",1970,5,24,145,7
"510",1970-05-25,10076,"Mon",1970,5,25,146,1
"511",1970-05-26,10598,"Tues",1970,5,26,147,2
"512",1970-05-27,10034,"Wed",1970,5,27,148,3
"513",1970-05-28,10040,"Thurs",1970,5,28,149,4
"514",1970-05-29,9984,"Fri",1970,5,29,150,5
"515",1970-05-30,8868,"Sat",1970,5,30,151,6
"516",1970-05-31,8388,"Sun",1970,5,31,152,7
"517",1970-06-01,10124,"Mon",1970,6,1,153,1
"518",1970-06-02,10882,"Tues",1970,6,2,154,2
"519",1970-06-03,10270,"Wed",1970,6,3,155,3
"520",1970-06-04,9964,"Thurs",1970,6,4,156,4
"521",1970-06-05,10060,"Fri",1970,6,5,157,5
"522",1970-06-06,9516,"Sat",1970,6,6,158,6
"523",1970-06-07,8500,"Sun",1970,6,7,159,7
"524",1970-06-08,9946,"Mon",1970,6,8,160,1
"525",1970-06-09,10764,"Tues",1970,6,9,161,2
"526",1970-06-10,10330,"Wed",1970,6,10,162,3
"527",1970-06-11,10518,"Thurs",1970,6,11,163,4
"528",1970-06-12,10774,"Fri",1970,6,12,164,5
"529",1970-06-13,9212,"Sat",1970,6,13,165,6
"530",1970-06-14,8614,"Sun",1970,6,14,166,7
"531",1970-06-15,10216,"Mon",1970,6,15,167,1
"532",1970-06-16,10878,"Tues",1970,6,16,168,2
"533",1970-06-17,10610,"Wed",1970,6,17,169,3
"534",1970-06-18,10520,"Thurs",1970,6,18,170,4
"535",1970-06-19,10390,"Fri",1970,6,19,171,5
"536",1970-06-20,9600,"Sat",1970,6,20,172,6
"537",1970-06-21,8568,"Sun",1970,6,21,173,7
"538",1970-06-22,10352,"Mon",1970,6,22,174,1
"539",1970-06-23,10678,"Tues",1970,6,23,175,2
"540",1970-06-24,10644,"Wed",1970,6,24,176,3
"541",1970-06-25,10326,"Thurs",1970,6,25,177,4
"542",1970-06-26,10622,"Fri",1970,6,26,178,5
"543",1970-06-27,9672,"Sat",1970,6,27,179,6
"544",1970-06-28,8728,"Sun",1970,6,28,180,7
"545",1970-06-29,10506,"Mon",1970,6,29,181,1
"546",1970-06-30,11378,"Tues",1970,6,30,182,2
"547",1970-07-01,11108,"Wed",1970,7,1,183,3
"548",1970-07-02,11234,"Thurs",1970,7,2,184,4
"549",1970-07-03,10516,"Fri",1970,7,3,185,5
"550",1970-07-04,9380,"Sat",1970,7,4,186,6
"551",1970-07-05,9020,"Sun",1970,7,5,187,7
"552",1970-07-06,10518,"Mon",1970,7,6,188,1
"553",1970-07-07,11292,"Tues",1970,7,7,189,2
"554",1970-07-08,10896,"Wed",1970,7,8,190,3
"555",1970-07-09,10716,"Thurs",1970,7,9,191,4
"556",1970-07-10,10862,"Fri",1970,7,10,192,5
"557",1970-07-11,9690,"Sat",1970,7,11,193,6
"558",1970-07-12,9184,"Sun",1970,7,12,194,7
"559",1970-07-13,10568,"Mon",1970,7,13,195,1
"560",1970-07-14,11828,"Tues",1970,7,14,196,2
"561",1970-07-15,11078,"Wed",1970,7,15,197,3
"562",1970-07-16,11048,"Thurs",1970,7,16,198,4
"563",1970-07-17,10938,"Fri",1970,7,17,199,5
"564",1970-07-18,9966,"Sat",1970,7,18,200,6
"565",1970-07-19,9520,"Sun",1970,7,19,201,7
"566",1970-07-20,10982,"Mon",1970,7,20,202,1
"567",1970-07-21,11448,"Tues",1970,7,21,203,2
"568",1970-07-22,10682,"Wed",1970,7,22,204,3
"569",1970-07-23,10844,"Thurs",1970,7,23,205,4
"570",1970-07-24,10956,"Fri",1970,7,24,206,5
"571",1970-07-25,9866,"Sat",1970,7,25,207,6
"572",1970-07-26,9466,"Sun",1970,7,26,208,7
"573",1970-07-27,11052,"Mon",1970,7,27,209,1
"574",1970-07-28,11858,"Tues",1970,7,28,210,2
"575",1970-07-29,11354,"Wed",1970,7,29,211,3
"576",1970-07-30,11056,"Thurs",1970,7,30,212,4
"577",1970-07-31,11300,"Fri",1970,7,31,213,5
"578",1970-08-01,10416,"Sat",1970,8,1,214,6
"579",1970-08-02,9282,"Sun",1970,8,2,215,7
"580",1970-08-03,11180,"Mon",1970,8,3,216,1
"581",1970-08-04,11180,"Tues",1970,8,4,217,2
"582",1970-08-05,10872,"Wed",1970,8,5,218,3
"583",1970-08-06,10836,"Thurs",1970,8,6,219,4
"584",1970-08-07,11022,"Fri",1970,8,7,220,5
"585",1970-08-08,10232,"Sat",1970,8,8,221,6
"586",1970-08-09,9458,"Sun",1970,8,9,222,7
"587",1970-08-10,10846,"Mon",1970,8,10,223,1
"588",1970-08-11,11566,"Tues",1970,8,11,224,2
"589",1970-08-12,11484,"Wed",1970,8,12,225,3
"590",1970-08-13,11060,"Thurs",1970,8,13,226,4
"591",1970-08-14,11538,"Fri",1970,8,14,227,5
"592",1970-08-15,10236,"Sat",1970,8,15,228,6
"593",1970-08-16,9616,"Sun",1970,8,16,229,7
"594",1970-08-17,11032,"Mon",1970,8,17,230,1
"595",1970-08-18,11648,"Tues",1970,8,18,231,2
"596",1970-08-19,11134,"Wed",1970,8,19,232,3
"597",1970-08-20,10868,"Thurs",1970,8,20,233,4
"598",1970-08-21,11050,"Fri",1970,8,21,234,5
"599",1970-08-22,9958,"Sat",1970,8,22,235,6
"600",1970-08-23,9274,"Sun",1970,8,23,236,7
"601",1970-08-24,10456,"Mon",1970,8,24,237,1
"602",1970-08-25,11384,"Tues",1970,8,25,238,2
"603",1970-08-26,11306,"Wed",1970,8,26,239,3
"604",1970-08-27,10664,"Thurs",1970,8,27,240,4
"605",1970-08-28,11004,"Fri",1970,8,28,241,5
"606",1970-08-29,10042,"Sat",1970,8,29,242,6
"607",1970-08-30,9392,"Sun",1970,8,30,243,7
"608",1970-08-31,11078,"Mon",1970,8,31,244,1
"609",1970-09-01,11350,"Tues",1970,9,1,245,2
"610",1970-09-02,10936,"Wed",1970,9,2,246,3
"611",1970-09-03,11088,"Thurs",1970,9,3,247,4
"612",1970-09-04,11366,"Fri",1970,9,4,248,5
"613",1970-09-05,10216,"Sat",1970,9,5,249,6
"614",1970-09-06,9486,"Sun",1970,9,6,250,7
"615",1970-09-07,9564,"Mon",1970,9,7,251,1
"616",1970-09-08,11310,"Tues",1970,9,8,252,2
"617",1970-09-09,11860,"Wed",1970,9,9,253,3
"618",1970-09-10,11654,"Thurs",1970,9,10,254,4
"619",1970-09-11,11592,"Fri",1970,9,11,255,5
"620",1970-09-12,10218,"Sat",1970,9,12,256,6
"621",1970-09-13,9544,"Sun",1970,9,13,257,7
"622",1970-09-14,11304,"Mon",1970,9,14,258,1
"623",1970-09-15,11904,"Tues",1970,9,15,259,2
"624",1970-09-16,11704,"Wed",1970,9,16,260,3
"625",1970-09-17,11472,"Thurs",1970,9,17,261,4
"626",1970-09-18,11546,"Fri",1970,9,18,262,5
"627",1970-09-19,10492,"Sat",1970,9,19,263,6
"628",1970-09-20,9976,"Sun",1970,9,20,264,7
"629",1970-09-21,11614,"Mon",1970,9,21,265,1
"630",1970-09-22,12466,"Tues",1970,9,22,266,2
"631",1970-09-23,11798,"Wed",1970,9,23,267,3
"632",1970-09-24,11448,"Thurs",1970,9,24,268,4
"633",1970-09-25,11916,"Fri",1970,9,25,269,5
"634",1970-09-26,10404,"Sat",1970,9,26,270,6
"635",1970-09-27,9816,"Sun",1970,9,27,271,7
"636",1970-09-28,11340,"Mon",1970,9,28,272,1
"637",1970-09-29,11564,"Tues",1970,9,29,273,2
"638",1970-09-30,11244,"Wed",1970,9,30,274,3
"639",1970-10-01,10782,"Thurs",1970,10,1,275,4
"640",1970-10-02,11210,"Fri",1970,10,2,276,5
"641",1970-10-03,10492,"Sat",1970,10,3,277,6
"642",1970-10-04,9372,"Sun",1970,10,4,278,7
"643",1970-10-05,11048,"Mon",1970,10,5,279,1
"644",1970-10-06,11582,"Tues",1970,10,6,280,2
"645",1970-10-07,11020,"Wed",1970,10,7,281,3
"646",1970-10-08,10772,"Thurs",1970,10,8,282,4
"647",1970-10-09,11196,"Fri",1970,10,9,283,5
"648",1970-10-10,9790,"Sat",1970,10,10,284,6
"649",1970-10-11,9214,"Sun",1970,10,11,285,7
"650",1970-10-12,11016,"Mon",1970,10,12,286,1
"651",1970-10-13,11236,"Tues",1970,10,13,287,2
"652",1970-10-14,10882,"Wed",1970,10,14,288,3
"653",1970-10-15,10644,"Thurs",1970,10,15,289,4
"654",1970-10-16,10704,"Fri",1970,10,16,290,5
"655",1970-10-17,9490,"Sat",1970,10,17,291,6
"656",1970-10-18,8924,"Sun",1970,10,18,292,7
"657",1970-10-19,10500,"Mon",1970,10,19,293,1
"658",1970-10-20,11138,"Tues",1970,10,20,294,2
"659",1970-10-21,10716,"Wed",1970,10,21,295,3
"660",1970-10-22,10478,"Thurs",1970,10,22,296,4
"661",1970-10-23,10654,"Fri",1970,10,23,297,5
"662",1970-10-24,9598,"Sat",1970,10,24,298,6
"663",1970-10-25,9266,"Sun",1970,10,25,299,7
"664",1970-10-26,10616,"Mon",1970,10,26,300,1
"665",1970-10-27,10956,"Tues",1970,10,27,301,2
"666",1970-10-28,10262,"Wed",1970,10,28,302,3
"667",1970-10-29,10122,"Thurs",1970,10,29,303,4
"668",1970-10-30,10614,"Fri",1970,10,30,304,5
"669",1970-10-31,9592,"Sat",1970,10,31,305,6
"670",1970-11-01,9070,"Sun",1970,11,1,306,7
"671",1970-11-02,10568,"Mon",1970,11,2,307,1
"672",1970-11-03,11146,"Tues",1970,11,3,308,2
"673",1970-11-04,10622,"Wed",1970,11,4,309,3
"674",1970-11-05,10454,"Thurs",1970,11,5,310,4
"675",1970-11-06,10722,"Fri",1970,11,6,311,5
"676",1970-11-07,9460,"Sat",1970,11,7,312,6
"677",1970-11-08,9132,"Sun",1970,11,8,313,7
"678",1970-11-09,10562,"Mon",1970,11,9,314,1
"679",1970-11-10,11328,"Tues",1970,11,10,315,2
"680",1970-11-11,10612,"Wed",1970,11,11,316,3
"681",1970-11-12,10704,"Thurs",1970,11,12,317,4
"682",1970-11-13,10850,"Fri",1970,11,13,318,5
"683",1970-11-14,9828,"Sat",1970,11,14,319,6
"684",1970-11-15,9282,"Sun",1970,11,15,320,7
"685",1970-11-16,10690,"Mon",1970,11,16,321,1
"686",1970-11-17,11182,"Tues",1970,11,17,322,2
"687",1970-11-18,10914,"Wed",1970,11,18,323,3
"688",1970-11-19,10828,"Thurs",1970,11,19,324,4
"689",1970-11-20,11126,"Fri",1970,11,20,325,5
"690",1970-11-21,9926,"Sat",1970,11,21,326,6
"691",1970-11-22,8926,"Sun",1970,11,22,327,7
"692",1970-11-23,10940,"Mon",1970,11,23,328,1
"693",1970-11-24,11152,"Tues",1970,11,24,329,2
"694",1970-11-25,10542,"Wed",1970,11,25,330,3
"695",1970-11-26,8712,"Thurs",1970,11,26,331,4
"696",1970-11-27,10038,"Fri",1970,11,27,332,5
"697",1970-11-28,9670,"Sat",1970,11,28,333,6
"698",1970-11-29,9190,"Sun",1970,11,29,334,7
"699",1970-11-30,11126,"Mon",1970,11,30,335,1
"700",1970-12-01,11328,"Tues",1970,12,1,336,2
"701",1970-12-02,11180,"Wed",1970,12,2,337,3
"702",1970-12-03,10368,"Thurs",1970,12,3,338,4
"703",1970-12-04,10872,"Fri",1970,12,4,339,5
"704",1970-12-05,9610,"Sat",1970,12,5,340,6
"705",1970-12-06,9272,"Sun",1970,12,6,341,7
"706",1970-12-07,10720,"Mon",1970,12,7,342,1
"707",1970-12-08,11220,"Tues",1970,12,8,343,2
"708",1970-12-09,10708,"Wed",1970,12,9,344,3
"709",1970-12-10,10756,"Thurs",1970,12,10,345,4
"710",1970-12-11,10704,"Fri",1970,12,11,346,5
"711",1970-12-12,10040,"Sat",1970,12,12,347,6
"712",1970-12-13,9204,"Sun",1970,12,13,348,7
"713",1970-12-14,11070,"Mon",1970,12,14,349,1
"714",1970-12-15,11884,"Tues",1970,12,15,350,2
"715",1970-12-16,11586,"Wed",1970,12,16,351,3
"716",1970-12-17,11234,"Thurs",1970,12,17,352,4
"717",1970-12-18,11708,"Fri",1970,12,18,353,5
"718",1970-12-19,10518,"Sat",1970,12,19,354,6
"719",1970-12-20,9322,"Sun",1970,12,20,355,7
"720",1970-12-21,11372,"Mon",1970,12,21,356,1
"721",1970-12-22,11008,"Tues",1970,12,22,357,2
"722",1970-12-23,10070,"Wed",1970,12,23,358,3
"723",1970-12-24,9120,"Thurs",1970,12,24,359,4
"724",1970-12-25,8490,"Fri",1970,12,25,360,5
"725",1970-12-26,9366,"Sat",1970,12,26,361,6
"726",1970-12-27,9314,"Sun",1970,12,27,362,7
"727",1970-12-28,11640,"Mon",1970,12,28,363,1
"728",1970-12-29,12448,"Tues",1970,12,29,364,2
"729",1970-12-30,11932,"Wed",1970,12,30,365,3
"730",1970-12-31,11210,"Thurs",1970,12,31,366,4
"731",1971-01-01,8848,"Fri",1971,1,1,1,5
"732",1971-01-02,9226,"Sat",1971,1,2,2,6
"733",1971-01-03,8798,"Sun",1971,1,3,3,7
"734",1971-01-04,10044,"Mon",1971,1,4,4,1
"735",1971-01-05,10538,"Tues",1971,1,5,5,2
"736",1971-01-06,10146,"Wed",1971,1,6,6,3
"737",1971-01-07,10030,"Thurs",1971,1,7,7,4
"738",1971-01-08,10486,"Fri",1971,1,8,8,5
"739",1971-01-09,9280,"Sat",1971,1,9,9,6
"740",1971-01-10,9116,"Sun",1971,1,10,10,7
"741",1971-01-11,10824,"Mon",1971,1,11,11,1
"742",1971-01-12,11064,"Tues",1971,1,12,12,2
"743",1971-01-13,10664,"Wed",1971,1,13,13,3
"744",1971-01-14,10364,"Thurs",1971,1,14,14,4
"745",1971-01-15,10874,"Fri",1971,1,15,15,5
"746",1971-01-16,9590,"Sat",1971,1,16,16,6
"747",1971-01-17,8806,"Sun",1971,1,17,17,7
"748",1971-01-18,10974,"Mon",1971,1,18,18,1
"749",1971-01-19,11020,"Tues",1971,1,19,19,2
"750",1971-01-20,10598,"Wed",1971,1,20,20,3
"751",1971-01-21,10492,"Thurs",1971,1,21,21,4
"752",1971-01-22,10730,"Fri",1971,1,22,22,5
"753",1971-01-23,9802,"Sat",1971,1,23,23,6
"754",1971-01-24,8994,"Sun",1971,1,24,24,7
"755",1971-01-25,10558,"Mon",1971,1,25,25,1
"756",1971-01-26,10996,"Tues",1971,1,26,26,2
"757",1971-01-27,10442,"Wed",1971,1,27,27,3
"758",1971-01-28,10392,"Thurs",1971,1,28,28,4
"759",1971-01-29,10274,"Fri",1971,1,29,29,5
"760",1971-01-30,9772,"Sat",1971,1,30,30,6
"761",1971-01-31,9064,"Sun",1971,1,31,31,7
"762",1971-02-01,10410,"Mon",1971,2,1,32,1
"763",1971-02-02,10804,"Tues",1971,2,2,33,2
"764",1971-02-03,10296,"Wed",1971,2,3,34,3
"765",1971-02-04,10170,"Thurs",1971,2,4,35,4
"766",1971-02-05,10868,"Fri",1971,2,5,36,5
"767",1971-02-06,9478,"Sat",1971,2,6,37,6
"768",1971-02-07,9038,"Sun",1971,2,7,38,7
"769",1971-02-08,10266,"Mon",1971,2,8,39,1
"770",1971-02-09,10778,"Tues",1971,2,9,40,2
"771",1971-02-10,10354,"Wed",1971,2,10,41,3
"772",1971-02-11,10372,"Thurs",1971,2,11,42,4
"773",1971-02-12,10786,"Fri",1971,2,12,43,5
"774",1971-02-13,9314,"Sat",1971,2,13,44,6
"775",1971-02-14,9068,"Sun",1971,2,14,45,7
"776",1971-02-15,10056,"Mon",1971,2,15,46,1
"777",1971-02-16,10514,"Tues",1971,2,16,47,2
"778",1971-02-17,10442,"Wed",1971,2,17,48,3
"779",1971-02-18,10228,"Thurs",1971,2,18,49,4
"780",1971-02-19,10472,"Fri",1971,2,19,50,5
"781",1971-02-20,9502,"Sat",1971,2,20,51,6
"782",1971-02-21,9194,"Sun",1971,2,21,52,7
"783",1971-02-22,10752,"Mon",1971,2,22,53,1
"784",1971-02-23,10782,"Tues",1971,2,23,54,2
"785",1971-02-24,10532,"Wed",1971,2,24,55,3
"786",1971-02-25,10402,"Thurs",1971,2,25,56,4
"787",1971-02-26,10738,"Fri",1971,2,26,57,5
"788",1971-02-27,9586,"Sat",1971,2,27,58,6
"789",1971-02-28,8810,"Sun",1971,2,28,59,7
"790",1971-03-01,10280,"Mon",1971,3,1,61,1
"791",1971-03-02,10398,"Tues",1971,3,2,62,2
"792",1971-03-03,10634,"Wed",1971,3,3,63,3
"793",1971-03-04,10326,"Thurs",1971,3,4,64,4
"794",1971-03-05,10452,"Fri",1971,3,5,65,5
"795",1971-03-06,9460,"Sat",1971,3,6,66,6
"796",1971-03-07,8744,"Sun",1971,3,7,67,7
"797",1971-03-08,10156,"Mon",1971,3,8,68,1
"798",1971-03-09,10766,"Tues",1971,3,9,69,2
"799",1971-03-10,10470,"Wed",1971,3,10,70,3
"800",1971-03-11,10300,"Thurs",1971,3,11,71,4
"801",1971-03-12,10474,"Fri",1971,3,12,72,5
"802",1971-03-13,9408,"Sat",1971,3,13,73,6
"803",1971-03-14,8838,"Sun",1971,3,14,74,7
"804",1971-03-15,10348,"Mon",1971,3,15,75,1
"805",1971-03-16,10438,"Tues",1971,3,16,76,2
"806",1971-03-17,10234,"Wed",1971,3,17,77,3
"807",1971-03-18,9798,"Thurs",1971,3,18,78,4
"808",1971-03-19,10476,"Fri",1971,3,19,79,5
"809",1971-03-20,9164,"Sat",1971,3,20,80,6
"810",1971-03-21,8688,"Sun",1971,3,21,81,7
"811",1971-03-22,10142,"Mon",1971,3,22,82,1
"812",1971-03-23,10340,"Tues",1971,3,23,83,2
"813",1971-03-24,9808,"Wed",1971,3,24,84,3
"814",1971-03-25,9954,"Thurs",1971,3,25,85,4
"815",1971-03-26,9870,"Fri",1971,3,26,86,5
"816",1971-03-27,8796,"Sat",1971,3,27,87,6
"817",1971-03-28,8672,"Sun",1971,3,28,88,7
"818",1971-03-29,10220,"Mon",1971,3,29,89,1
"819",1971-03-30,10416,"Tues",1971,3,30,90,2
"820",1971-03-31,10224,"Wed",1971,3,31,91,3
"821",1971-04-01,9756,"Thurs",1971,4,1,92,4
"822",1971-04-02,10266,"Fri",1971,4,2,93,5
"823",1971-04-03,8876,"Sat",1971,4,3,94,6
"824",1971-04-04,8334,"Sun",1971,4,4,95,7
"825",1971-04-05,9982,"Mon",1971,4,5,96,1
"826",1971-04-06,10442,"Tues",1971,4,6,97,2
"827",1971-04-07,9746,"Wed",1971,4,7,98,3
"828",1971-04-08,9762,"Thurs",1971,4,8,99,4
"829",1971-04-09,9756,"Fri",1971,4,9,100,5
"830",1971-04-10,8662,"Sat",1971,4,10,101,6
"831",1971-04-11,8090,"Sun",1971,4,11,102,7
"832",1971-04-12,9706,"Mon",1971,4,12,103,1
"833",1971-04-13,10296,"Tues",1971,4,13,104,2
"834",1971-04-14,9944,"Wed",1971,4,14,105,3
"835",1971-04-15,9610,"Thurs",1971,4,15,106,4
"836",1971-04-16,9934,"Fri",1971,4,16,107,5
"837",1971-04-17,8914,"Sat",1971,4,17,108,6
"838",1971-04-18,8180,"Sun",1971,4,18,109,7
"839",1971-04-19,9918,"Mon",1971,4,19,110,1
"840",1971-04-20,10272,"Tues",1971,4,20,111,2
"841",1971-04-21,9948,"Wed",1971,4,21,112,3
"842",1971-04-22,9712,"Thurs",1971,4,22,113,4
"843",1971-04-23,9784,"Fri",1971,4,23,114,5
"844",1971-04-24,8838,"Sat",1971,4,24,115,6
"845",1971-04-25,7984,"Sun",1971,4,25,116,7
"846",1971-04-26,9956,"Mon",1971,4,26,117,1
"847",1971-04-27,10472,"Tues",1971,4,27,118,2
"848",1971-04-28,9664,"Wed",1971,4,28,119,3
"849",1971-04-29,9712,"Thurs",1971,4,29,120,4
"850",1971-04-30,9752,"Fri",1971,4,30,121,5
"851",1971-05-01,8826,"Sat",1971,5,1,122,6
"852",1971-05-02,7910,"Sun",1971,5,2,123,7
"853",1971-05-03,9372,"Mon",1971,5,3,124,1
"854",1971-05-04,9840,"Tues",1971,5,4,125,2
"855",1971-05-05,9310,"Wed",1971,5,5,126,3
"856",1971-05-06,9156,"Thurs",1971,5,6,127,4
"857",1971-05-07,9754,"Fri",1971,5,7,128,5
"858",1971-05-08,8610,"Sat",1971,5,8,129,6
"859",1971-05-09,8258,"Sun",1971,5,9,130,7
"860",1971-05-10,9636,"Mon",1971,5,10,131,1
"861",1971-05-11,10000,"Tues",1971,5,11,132,2
"862",1971-05-12,9718,"Wed",1971,5,12,133,3
"863",1971-05-13,9402,"Thurs",1971,5,13,134,4
"864",1971-05-14,9654,"Fri",1971,5,14,135,5
"865",1971-05-15,8424,"Sat",1971,5,15,136,6
"866",1971-05-16,7932,"Sun",1971,5,16,137,7
"867",1971-05-17,9796,"Mon",1971,5,17,138,1
"868",1971-05-18,10342,"Tues",1971,5,18,139,2
"869",1971-05-19,9818,"Wed",1971,5,19,140,3
"870",1971-05-20,9568,"Thurs",1971,5,20,141,4
"871",1971-05-21,9480,"Fri",1971,5,21,142,5
"872",1971-05-22,8380,"Sat",1971,5,22,143,6
"873",1971-05-23,7822,"Sun",1971,5,23,144,7
"874",1971-05-24,9798,"Mon",1971,5,24,145,1
"875",1971-05-25,10234,"Tues",1971,5,25,146,2
"876",1971-05-26,9622,"Wed",1971,5,26,147,3
"877",1971-05-27,9552,"Thurs",1971,5,27,148,4
"878",1971-05-28,9776,"Fri",1971,5,28,149,5
"879",1971-05-29,8592,"Sat",1971,5,29,150,6
"880",1971-05-30,7884,"Sun",1971,5,30,151,7
"881",1971-05-31,8424,"Mon",1971,5,31,152,1
"882",1971-06-01,9912,"Tues",1971,6,1,153,2
"883",1971-06-02,9826,"Wed",1971,6,2,154,3
"884",1971-06-03,9932,"Thurs",1971,6,3,155,4
"885",1971-06-04,10328,"Fri",1971,6,4,156,5
"886",1971-06-05,8944,"Sat",1971,6,5,157,6
"887",1971-06-06,8362,"Sun",1971,6,6,158,7
"888",1971-06-07,9780,"Mon",1971,6,7,159,1
"889",1971-06-08,10032,"Tues",1971,6,8,160,2
"890",1971-06-09,9832,"Wed",1971,6,9,161,3
"891",1971-06-10,9424,"Thurs",1971,6,10,162,4
"892",1971-06-11,9814,"Fri",1971,6,11,163,5
"893",1971-06-12,8824,"Sat",1971,6,12,164,6
"894",1971-06-13,8096,"Sun",1971,6,13,165,7
"895",1971-06-14,9810,"Mon",1971,6,14,166,1
"896",1971-06-15,9938,"Tues",1971,6,15,167,2
"897",1971-06-16,9750,"Wed",1971,6,16,168,3
"898",1971-06-17,9388,"Thurs",1971,6,17,169,4
"899",1971-06-18,9944,"Fri",1971,6,18,170,5
"900",1971-06-19,8702,"Sat",1971,6,19,171,6
"901",1971-06-20,8194,"Sun",1971,6,20,172,7
"902",1971-06-21,9720,"Mon",1971,6,21,173,1
"903",1971-06-22,10122,"Tues",1971,6,22,174,2
"904",1971-06-23,9600,"Wed",1971,6,23,175,3
"905",1971-06-24,9684,"Thurs",1971,6,24,176,4
"906",1971-06-25,10286,"Fri",1971,6,25,177,5
"907",1971-06-26,8936,"Sat",1971,6,26,178,6
"908",1971-06-27,8050,"Sun",1971,6,27,179,7
"909",1971-06-28,9986,"Mon",1971,6,28,180,1
"910",1971-06-29,10132,"Tues",1971,6,29,181,2
"911",1971-06-30,10126,"Wed",1971,6,30,182,3
"912",1971-07-01,10130,"Thurs",1971,7,1,183,4
"913",1971-07-02,10014,"Fri",1971,7,2,184,5
"914",1971-07-03,8696,"Sat",1971,7,3,185,6
"915",1971-07-04,8126,"Sun",1971,7,4,186,7
"916",1971-07-05,8646,"Mon",1971,7,5,187,1
"917",1971-07-06,10180,"Tues",1971,7,6,188,2
"918",1971-07-07,10542,"Wed",1971,7,7,189,3
"919",1971-07-08,10176,"Thurs",1971,7,8,190,4
"920",1971-07-09,10496,"Fri",1971,7,9,191,5
"921",1971-07-10,9160,"Sat",1971,7,10,192,6
"922",1971-07-11,8474,"Sun",1971,7,11,193,7
"923",1971-07-12,9928,"Mon",1971,7,12,194,1
"924",1971-07-13,10506,"Tues",1971,7,13,195,2
"925",1971-07-14,10494,"Wed",1971,7,14,196,3
"926",1971-07-15,10064,"Thurs",1971,7,15,197,4
"927",1971-07-16,10550,"Fri",1971,7,16,198,5
"928",1971-07-17,9424,"Sat",1971,7,17,199,6
"929",1971-07-18,8608,"Sun",1971,7,18,200,7
"930",1971-07-19,9974,"Mon",1971,7,19,201,1
"931",1971-07-20,10460,"Tues",1971,7,20,202,2
"932",1971-07-21,10414,"Wed",1971,7,21,203,3
"933",1971-07-22,10264,"Thurs",1971,7,22,204,4
"934",1971-07-23,10540,"Fri",1971,7,23,205,5
"935",1971-07-24,9454,"Sat",1971,7,24,206,6
"936",1971-07-25,8650,"Sun",1971,7,25,207,7
"937",1971-07-26,10256,"Mon",1971,7,26,208,1
"938",1971-07-27,10786,"Tues",1971,7,27,209,2
"939",1971-07-28,10330,"Wed",1971,7,28,210,3
"940",1971-07-29,10274,"Thurs",1971,7,29,211,4
"941",1971-07-30,10572,"Fri",1971,7,30,212,5
"942",1971-07-31,9308,"Sat",1971,7,31,213,6
"943",1971-08-01,8574,"Sun",1971,8,1,214,7
"944",1971-08-02,10324,"Mon",1971,8,2,215,1
"945",1971-08-03,10940,"Tues",1971,8,3,216,2
"946",1971-08-04,10532,"Wed",1971,8,4,217,3
"947",1971-08-05,9980,"Thurs",1971,8,5,218,4
"948",1971-08-06,10258,"Fri",1971,8,6,219,5
"949",1971-08-07,9448,"Sat",1971,8,7,220,6
"950",1971-08-08,9104,"Sun",1971,8,8,221,7
"951",1971-08-09,10336,"Mon",1971,8,9,222,1
"952",1971-08-10,11164,"Tues",1971,8,10,223,2
"953",1971-08-11,10846,"Wed",1971,8,11,224,3
"954",1971-08-12,10282,"Thurs",1971,8,12,225,4
"955",1971-08-13,10368,"Fri",1971,8,13,226,5
"956",1971-08-14,9620,"Sat",1971,8,14,227,6
"957",1971-08-15,8836,"Sun",1971,8,15,228,7
