"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31013124870000","Chautauqua","Kastle Resources Enterprises, Inc.","12487","00","00","GD","Lakeshore","AC","Pierrot NY 25","Cherry Creek","Medina","12","2658","0","0","2015"
"31013241860000","Chautauqua","Empire Energy E&P LLC","24186","00","00","GD","Lakeshore","AC","VanDewark 2 (37742)     ","Busti","Medina","12","4717","0","0","2015"
"31101216640000","Steuben","Nathan Petroleum Corp.","21664","00","00","OD","Beech Hill-Independence","AC","Edwards 9","West Union","Fulmer Valley","12","86","1","23","2015"
"31003165770000","Allegany","Plants and Goodwin, Inc.","16577","00","00","OW","Beech Hill-Independence","AC","Grantier 5","Independence","Fulmer Valley","12","406","14","18","2015"
"31009246260000","Cattaraugus","SWEPI LP","24626","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 2-198     ","Allegany","Upper Devonian","12","651","40","102","2015"
"31013198400000","Chautauqua","EnerVest Operating, LLC","19840","00","00","GD","Lakeshore","AC","Coons, F. 1","Kiantone","Medina","12","869","0","0","2015"
"31029251120000","Erie","U S Energy Development Corp.","25112","00","00","GD","North Collins","AC","Smith 6     ","Collins","Medina","12","1992","0","0","2015"
"31013225640000","Chautauqua","REI-NY, LLC","22564","00","00","GD","Lakeshore","AC","Boys Club 2","Gerry","Medina","11","809","30","0","2015"
"31029300050000","Erie","U S Energy Development Corp.","30005","00","00","GW","New Field Wildcat","AC","Barker-Ehret Unit 2     ","Boston","Medina","12","1455","25","0","2015"
"31037195720000","Genesee","United States Gypsum Co.","19572","00","00","GD","Huron Creek","AC","Reynolds 3","Darien","Medina","12","5705","15","0","2015"
"31009180760000","Cattaraugus","Texas Keystone, Inc.","18076","00","00","GD","Lakeshore","AC","M Salisbury 2","Otto","Medina","11","611","0","0","2015"
"31009604620000","Cattaraugus","Holly Oil Production, LLC","60462","00","00","OD","Chipmunk","SI","Morse No 17","Carrollton","Chipmunk","0","0","0","0","2015"
"31013207790000","Chautauqua","Empire Energy E&P LLC","20779","00","00","GD","Lakeshore","AC","Singh, K 1","French Creek","Medina","12","3545","51","0","2015"
"31013184610000","Chautauqua","Kastle Resources Enterprises, Inc.","18461","00","00","GD","Lakeshore","AC","Woyton 1","Cherry Creek","Medina","12","2431","0","0","2015"
"31029045270000","Erie","Reserve Gas Company, Inc.","04527","00","00","GD","Alden-Lancaster","AC","Jurek Walter 1","Alden","Medina","12","25","7","0","2015"
"31029072740000","Erie","Miller, Ronald R. Jr.","07274","00","00","GD","North Collins","IN","Daniel B. Hull 1","North Collins","Akron","0","0","0","0","2015"
"31003045980000","Allegany","Smith, Rodney L.","04598","00","00","OD","Fulmer Valley","AC","Braunschweiger  2     ","Wellsville","Fulmer Valley","0","0","0","0","2015"
"31003679400000","Allegany","Sturdevant, Walter B.","67940","00","00","OD","Richburg","NR","J&R Oil Lot 8 82","Bolivar","Richburg","0","0","0","0","2015"
"31099263710000","Seneca","Rasmussen's Energy Inc.","26371","00","00","GD","Fayette-Waterloo","AC","Rebecca 5     ","Fayette","Queenston","0","0","0","0","2015"
"31013142510000","Chautauqua","Empire Energy E&P LLC","14251","00","00","GD","Lakeshore","AC","Kelso 2","Ripley","Medina","12","210","0","0","2015"
"31013154950000","Chautauqua","Empire Energy E&P LLC","15495","00","00","GD","Lakeshore","AC","Kidder","Kiantone","Medina","12","950","0","0","2015"
"31013154750000","Chautauqua","Curtis & Son Oil, Inc.","15475","00","00","OD","Busti","AC","Tulen 5","Busti","Glade","12","8","2","8","2015"
"31003121540000","Allegany","Richardson Petroleum Corp.","12154","00","00","OD","Beech Hill-Independence","AC","Potter 15 (Old)     ","Independence","Fulmer Valley","12","201","7","6","2015"
"31029259450001","Erie","U S Energy Development Corp.","25945","00","01","GW","New Field Wildcat","AC","Decker 1     ","Wales","Medina","3","103","0","0","2015"
"31003679460000","Allegany","Sturdevant, Walter B.","67946","00","00","OD","Richburg","NR","J&R Oil Lot 8 99","Bolivar","Richburg","0","0","0","0","2015"
"31009248960001","Cattaraugus","U S Energy Development Corp.","24896","00","01","GD","Lakeshore","AC","Hilliker 1A     ","Perrysburg","Medina","12","3918","87","0","2015"
"31003697350000","Allegany","Ashe Oil Company","69735","00","00","IW","Richburg","IN","Central 065     ","Scio","Richburg","0","0","0","0","2015"
"31013141540000","Chautauqua","Eagle Oil Field Supply, Inc. d/b/a Eagle S & T","14154","00","00","GD","Lakeshore","AC","Vilardo 1","Westfield","Medina","12","1085","0","0","2015"
"31009281260000","Cattaraugus","Case Brothers Inc.","28126","00","00","OD","Bradford","AC","Campbell 2     ","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","0","150","680","2015"
"31013180000000","Chautauqua","EnerVest Operating, LLC","18000","00","00","GD","Lakeshore","AC","Henderson 1","Ellicott","Medina","12","1074","3","0","2015"
"31003670410000","Allegany","Barry Resources, Inc.","67041","00","00","IW","Richburg","IN","Kilbury A102     ","Bolivar","Waugh & Porter","0","0","0","0","2015"
"31003218980000","Allegany","Richardson Petroleum Corp.","21898","00","00","OD","Beech Hill-Independence","AC","C & A Clarke 5","Independence","Fulmer Valley","12","158","0","0","2015"
"31009686730000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","68673","00","00","OD","Four Mile","IN","Fhsog-Wolf W 4","Allegany","Bradford Third","0","0","0","0","2015"
"31037138850000","Genesee","United States Gypsum Co.","13885","00","00","GD","Huron Creek","AC","Wityk 1","Batavia","Medina","12","1197","17","0","2015"
"31003606030000","Allegany","Wilkinson, Robert","60603","00","00","OD","Richburg","SI","Jones 016","Bolivar","Richburg","0","0","0","0","2015"
"31009684940000","Cattaraugus","Armstrong Gas Company, LLC","68494","00","00","OD","Bradford","IN","Enright & Barry 5","Carrollton","Bradford","0","0","0","0","2015"
"31013220560000","Chautauqua","Resource Energy, LLC","22056","00","00","GD","Lakeshore","AC","Kelsey 3b","North Harmony","Medina","11","1655","231","0","2015"
"31003639470000","Allegany","Saint John Exploration & Production, Inc.","63947","00","00","OD","Richburg","IN","Trio Farm 88","Bolivar","Richburg","0","0","0","0","2015"
"31009276010000","Cattaraugus","U S Energy Development Corp.","27601","00","00","OD","Bradford","AC","Young 102     ","Olean","Upper Devonian","4","105","94","13","2015"
"31099195060000","Seneca","Minard Run Oil Co.","19506","00","00","GD","Fayette-Waterloo","AC","St Thomas 1 (4099)","Fayette","Queenston","12","2234","63","0","2015"
"31009258340001","Cattaraugus","U S Energy Development Corp.","25834","00","01","OD","Bradford","AC","Young 19     ","Olean","Upper Devonian","3","10","1","11","2015"
"31013171300000","Chautauqua","Empire Energy E&P LLC","17130","00","00","GD","Lakeshore","AC","White, R 4","French Creek","Medina","1","2","0","0","2015"
"31013160640000","Chautauqua","REI-NY, LLC","16064","00","00","GD","Lakeshore","AC","Brockway 1","Gerry","Medina","12","928","34","0","2015"
"31013183180000","Chautauqua","Kastle Resources Enterprises, Inc.","18318","00","00","GD","Lakeshore","AC","Wehrenberg 2","Ellington","Whirlpool","12","1482","0","0","2015"
"31011260250000","Cayuga","Minard Run Oil Co.","26025","00","00","GE","West Auburn","AC","Bouley 1 (626594)     ","Ledyard","Queenston","12","276","0","0","2015"
"31013211870000","Chautauqua","Empire Energy E&P LLC","21187","00","00","GD","Lakeshore","AC","Walker, F 3","Poland","Medina","12","1584","10","0","2015"
"31013252940000","Chautauqua","K. Petroleum, Inc.","25294","00","00","GD","Lakeshore","AC","Pembridge 1     ","Ellery","Medina","0","0","0","0","2015"
"31037175630000","Genesee","United States Gypsum Co.","17563","00","00","GD","Huron Creek","AC","Breitweiser 1","Darien","Medina","12","2133","10","0","2015"
"31003661060000","Allegany","Plants and Goodwin, Inc.","66106","00","00","OD","Richburg","SI","Nelson 12","Wirt","Richburg","0","0","0","0","2015"
"31009561190000","Cattaraugus","Armstrong Gas Company, LLC","56119","00","00","OD","Bradford","IN","Enrite & Barry 18     ","Carrollton","Bradford","0","0","0","0","2015"
"31013114340000","Chautauqua","Eagle Oil Field Supply, Inc. d/b/a Eagle S & T","11434","00","00","OD","Busti","AC","Muntz 9","Busti","Glade","10","0","1","1","2015"
"31009243330000","Cattaraugus","Drillers LLC","24333","00","00","OD","Bradford","AC","Williams 1     ","Allegany","Upper Devonian","12","0","1","667","2015"
"31013054750000","Chautauqua","Libra Petroleum Company","05475","00","00","OD","Busti","AC","Lawrence Crandall 5","Busti","Glade","12","3","1","2","2015"
"31013169760000","Chautauqua","Empire Energy E&P LLC","16976","00","00","GD","Lakeshore","AC","Harrington,A 2","Chautauqua","Medina","11","1222","0","0","2015"
"31009103200000","Cattaraugus","Bennett, Albert J","10320","00","00","OD","Bradford","AC","Quaker State Farm-Out 12","Olean","Chipmunk & Bradford 2nd","12","118","0","0","2015"
"31009118290000","Cattaraugus","McCracken Oil & Gas, LLC","11829","00","00","OD","Bradford","AC","Clark W-15","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","183","15","313","2015"
"31013072070000","Chautauqua","Gemini Oil Company","07207","00","00","OD","Busti","AC","Messinger,Ellis 2","Busti","Glade","12","3","1","3","2015"
"31009151790000","Cattaraugus","Case Brothers Inc.","15179","00","00","OD","Chipmunk","IN","Lippert 010","Carrollton","Chipmunk & Bradford 2nd","12","0","25","72","2015"
"31003675600000","Allegany","Saint John Exploration & Production, Inc.","67560","00","00","OD","Richburg","IN","Trio 0154","Bolivar","Richburg","0","0","0","0","2015"
"31009242840000","Cattaraugus","U S Energy Development Corp.","24284","00","00","GD","Lakeshore","AC","Wesley 2     ","Perrysburg","Medina","11","1354","22","0","2015"
"31013145930000","Chautauqua","Vertical Energy, Inc.","14593","00","00","OD","Busti","AC","Trask 8","Busti","Glade","12","1","1","4","2015"
"31003242740000","Allegany","Otis Eastern Service, Inc.","24274","00","00","OD","Andover","AC","Harris B 1     ","Andover","Upper Devonian","12","154","21","46","2015"
"31009217890000","Cattaraugus","Empire Energy E&P LLC","21789","00","00","GD","Lakeshore","AC","Miller, L&R 6946","Leon","Medina","12","1222","0","0","2015"
"31013201260000","Chautauqua","Bottita, Benny A. Jr. & Bottita, Sharon A.","20126","00","00","GD","Lakeshore","AC","L. McNamara Unit 2","Villenova","Medina","12","1","0","0","2015"
"31009189710000","Cattaraugus","Armstrong Gas Company, LLC","18971","00","00","OD","Bradford","AC","Enright & Barry 104","Carrollton","Bradford","12","0","75","31","2015"
"31013067660000","Chautauqua","Libra Petroleum Company","06766","00","00","OD","Busti","AC","Crandall,Elizabeth 2","Busti","Glade","12","5","3","7","2015"
"31003659150000","Allegany","Simon of Bolivar Enterprises, Inc.","65915","00","00","OD","Richburg","AC","A&F Oil Co. 39","Genesee","Richburg","1","0","0","1","2015"
"31003675580000","Allegany","Saint John Exploration & Production, Inc.","67558","00","00","OD","Richburg","IN","Trio 0152","Bolivar","Richburg","0","0","0","0","2015"
"31009162330000","Cattaraugus","Stedman Energy, Inc.","16233","00","00","GD","Lakeshore","AC","Pierce-Chubb Unit A-1","Randolph","Medina","12","1646","0","0","2015"
"31101231900000","Steuben","Talisman Energy USA Inc.","23190","00","00","GW","South Corning","AC","Stuart 1     ","Corning","Black River","12","33949","100","0","2015"
"31013182990000","Chautauqua","Empire Energy E&P LLC","18299","00","00","GD","Lakeshore","AC","Anderson, H 1","Ellington","Medina","12","719","0","0","2015"
"31013219910000","Chautauqua","Empire Energy E&P LLC","21991","00","00","GD","Lakeshore","AC","Cruz, F 1","Westfield","Medina","12","2037","41","0","2015"
"31013198360000","Chautauqua","K. Petroleum, Inc.","19836","00","00","GD","Lakeshore","AC","Lloyd/Bayliss 1-294","Ellery","Medina","7","1409","0","0","2015"
"31037173410000","Genesee","United States Gypsum Co.","17341","00","00","GD","Huron Creek","AC","Meek 1","Batavia","Medina","12","641","17","0","2015"
"31013187180000","Chautauqua","EnerVest Operating, LLC","18718","00","00","GD","Lakeshore","AC","Miktuk, J. 1-Ny-4020","Poland","Medina","12","148","0","0","2015"
"31003609270000","Allegany","Saint John Exploration & Production, Inc.","60927","00","00","IW","Richburg","IN","Trio Farm 22x","Bolivar","Richburg","0","0","0","0","2015"
"31003638590000","Allegany","J and R Oil Co.","63859","00","00","IW","Scio","IN","Harris w12","Ward","Scio","0","0","0","0","2015"
"31003686620000","Allegany","SK Enterprises","68662","00","00","OD","Fulmer Valley","AC","Perkins 08","Wellsville","Fulmer Valley","8","0","0","29","2015"
"31009690910000","Cattaraugus","Hidden Heart Stables LLC","69091","00","00","OD","Four Mile","IN","Carls 1","Allegany","Bradford","0","0","0","0","2015"
"31009222240000","Cattaraugus","Case Brothers Inc.","22224","00","00","OD","Chipmunk","AC","Case 25","Carrollton","Chipmunk, Bradford 1st & 2nd","12","0","2","6","2015"
"31101217140000","Steuben","Somerset Production Company, LLC","21714","00","00","GW","Sullivan Park","SI","Corning Enterprises  1","Erwin","Onondaga","0","0","0","0","2015"
"31013121000000","Chautauqua","Empire Energy E&P LLC","12100","00","00","GD","Lakeshore","IN","Crowell 1315","Hanover","Medina","4","88","0","0","2015"
"31009242220000","Cattaraugus","Case Brothers Inc.","24222","00","00","OD","Bradford","AC","Wahl 27     ","Carrollton","Chipmunk & Bradford 2nd","12","0","110","367","2015"
"31009281250000","Cattaraugus","Case Brothers Inc.","28125","00","00","OD","Bradford","AC","Campbell 1     ","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","0","150","679","2015"
"31013164780000","Chautauqua","Empire Energy E&P LLC","16478","00","00","GD","Lakeshore","AC","Ossman Bros. 619","Westfield","Medina","12","2149","33","0","2015"
"31053262830100","Madison","Emkey Resources, LLC","26283","01","00","GE","Bradley Brook - Herkimer pool","AC","Bramburger, C. 2HA     ","Lebanon","Herkimer","12","21259","0","0","2015"
"31013185800000","Chautauqua","Kastle Resources Enterprises, Inc.","18580","00","00","GD","Lakeshore","IN","Nero 1","Ellington","Medina","12","63","0","0","2015"
"31097239490000","Schuyler","Summit Operating LLC","23949","00","00","GD","Watkins Glen - Marcellus Pool","SI","WGI 11     ","Dix","Marcellus","0","0","0","0","2015"
"31009130100000","Cattaraugus","McCracken Oil & Gas, LLC","13010","00","00","OD","Bradford","AC","Chipchop No 010","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","128","10","42","2015"
"31003192860000","Allegany","Plants and Goodwin, Inc.","19286","00","00","OD","Richburg","AC","Mc Allister 16","Wirt","Richburg","12","278","21","65","2015"
"31013198450000","Chautauqua","K. Petroleum, Inc.","19845","00","00","GD","Lakeshore","AC","Milliman/Seawall 296","Ellery","Medina","7","121","0","0","2015"
"31053040480000","Madison","Emkey Resources, LLC","04048","00","00","GD","Lebanon","AC","Finen N-785","Lebanon","Herkimer-Oneida","12","2073","0","0","2015"
"31011196450000","Cayuga","Minard Run Oil Co.","19645","00","00","GD","West Auburn","AC","McPherson Unit 428-2","Aurelius","Queenston","12","370","0","0","2015"
"31013114150000","Chautauqua","Empire Energy E&P LLC","11415","00","00","GD","Lakeshore","AC","Crandall 1","Stockton","Medina","11","511","29","0","2015"
"31009131280000","Cattaraugus","Case Brothers Inc.","13128","00","00","OD","Bradford","AC","Chipchop No 026","Carrollton","Chipmunk & Bradford 2nd","12","0","10","26","2015"
"31013226710000","Chautauqua","Stedman Energy, Inc.","22671","00","00","GD","Lakeshore","AC","Burkholder Unit 3","Sherman","Medina","7","1030","0","0","2015"
"31009676540000","Cattaraugus","Case Brothers Inc.","67654","00","00","OD","Four Mile","AC","Austin 4","Olean","Chipmunk & Bradford 2nd","6","0","3","10","2015"
"31003607150000","Allegany","Richardson Petroleum Corp.","60715","00","00","OD","Beech Hill-Independence","AC","Potter, L 1","Independence","Fulmer Valley","12","0","0","35","2015"
"31117230180000","Wayne","Lenape Resources, Inc.","23018","00","00","GW","Not Applicable","AC","High, K. 1     ","Butler","Black River","12","187","0","0","2015"
"31003679380000","Allegany","Sturdevant, Walter B.","67938","00","00","OD","Richburg","NR","J&R Oil Lot 8 78","Bolivar","Richburg","0","0","0","0","2015"
"31009232540000","Cattaraugus","Alma Gas, Inc.","23254","00","00","GD","Olean","AC","Young 4","Olean","Bradford & Chipmunk","12","175","0","0","2015"
"31009199570000","Cattaraugus","Empire Energy E&P LLC","19957","00","00","GD","Lakeshore","AC","Kauffman 5","Conewango","Medina","12","1343","0","0","2015"
"31013120960000","Chautauqua","Empire Energy E&P LLC","12096","00","00","GD","Lakeshore","AC","Merritt 1311","Hanover","Medina","12","3833","0","0","2015"
"31013188860000","Chautauqua","Miller, Tammy Jo & Charles A. Miller Jr.","18886","00","00","GD","Lakeshore","AC","Miller, C 6333","Villenova","Grimsby","12","1","0","0","2015"
